ID,Address,Rooms,Type,Price,Date,Bathroom,Car,Landsize,Age,Lattitude,Longtitude
ID554172031,404 Bay St,2,h,1016500.0,10/09/2016,1.0,1.0,131.0,19.0,-37.8352,144.9458
ID243132493,3/7 Mattea Ct,2,u,380000.0,13/08/2016,1.0,1.0,220.0,8.0,-37.7327,145.0347
ID486880087,44 Quarry Cct,2,u,425000.0,30/07/2016,2.0,1.0,0.0,49.0,-37.7363,144.9723
ID823377025,2 Hood St,4,h,1158000.0,23/04/2016,1.0,3.0,411.0,109.0,-37.8117,144.8873
ID457337147,11 Findon St,2,h,1036000.0,3/12/2016,1.0,1.0,310.0,109.0,-37.8717,145.0399
ID510323917,1/1 Clarendon St,3,t,675000.0,22/04/2017,2.0,2.0,159.0,3.0,-37.785,144.8673
ID649906601,32 Holloway Rd,3,h,1405000.0,27/05/2017,2.0,2.0,401.0,99.0,-37.76491,144.95253
ID389796537,2 Francis St,3,h,1032000.0,24/09/2016,1.0,0.0,128.0,119.0,-37.8198,145.0026
ID256678704,5 Barmah Gra,4,h,715000.0,24/06/2017,2.0,2.0,680.0,8.0,-37.612359999999995,144.90753
ID291331294,69 Bowen Rd,4,h,1470000.0,3/09/2017,2.0,2.0,775.0,49.0,-37.80126,145.1665
ID999523467,26 Clarendon St,4,h,665000.0,22/07/2017,1.0,1.0,538.0,59.0,-37.76518,144.85621
ID390070854,72d Oakover Rd,3,t,875000.0,24/06/2017,2.0,2.0,214.0,79.0,-37.74886,144.99225
ID616311190,37/151 Fitzroy St,2,u,571000.0,12/06/2016,1.0,1.0,7458.0,18.0,-37.8591,144.97899999999996
ID776086189,721 Ballarat Rd,3,h,730000.0,19/08/2017,2.0,2.0,739.0,49.0,-37.77245,144.8001
ID642216509,13 Anthony Cl,5,h,880000.0,1/07/2017,2.0,2.0,725.0,11.0,-37.72399,145.12069
ID500936525,2/825 Park St,1,u,440000.0,22/08/2016,1.0,1.0,0.0,129.0,-37.7769,144.9523
